topic_id,topic_name,topic_url,topic_comment_count
5224,OTP részvényesek ide!,https://forum.portfolio.hu/topics/otp-reszvenyesek-ide/5224,1 136 692
6389,Richter topik,https://forum.portfolio.hu/topics/richter-topik/6389,130 041
38924,OXO Technologies Nyrt.,https://forum.portfolio.hu/topics/oxo-technologies-nyrt/38924,269
11897,vétel?,https://forum.portfolio.hu/topics/vetel/11897,55
38895,Levesből kitiltottak-Forradalmi Tanács,https://forum.portfolio.hu/topics/levesbol-kitiltottak-forradalmi-tanacs/38895,166
38787,Gloster Infokommunikációs Nyrt.,https://forum.portfolio.hu/topics/gloster-infokommunikacios-nyrt/38787,198
8003,PANNERGY,https://forum.portfolio.hu/topics/pannergy/8003,162 816
22497,Waberers,https://forum.portfolio.hu/topics/waberers/22497,7 154
38921,Backtest és ami mögötte van,https://forum.portfolio.hu/topics/backtest-es-ami-mogotte-van/38921,2 895
27374,1000 felett is lehet céget venni. Opus kitekintő.,https://forum.portfolio.hu/topics/1000-felett-is-lehet-ceget-venni-opus-kitekinto/27374,64
37928,AutoWallis,https://forum.portfolio.hu/topics/autowallis/37928,10 684
13684,Őrmester részvényesek ide,https://forum.portfolio.hu/topics/ormester-reszvenyesek-ide/13684,7 212
38911,Penny stocks,https://forum.portfolio.hu/topics/penny-stocks/38911,291
38783,Film,https://forum.portfolio.hu/topics/film/38783,362
13066,random capital,https://forum.portfolio.hu/topics/random-capital/13066,11 548
3622,FOTEX topik.,https://forum.portfolio.hu/topics/fotex-topik/3622,68 416
18665,Alteo Nyrt.,https://forum.portfolio.hu/topics/alteo-nyrt/18665,3 484
37914,MEGAKRÁN,https://forum.portfolio.hu/topics/megakran/37914,15
20030,ENEFI - THE BEST,https://forum.portfolio.hu/topics/enefi-the-best/20030,26 133
26353,Tök Opus Topik,https://forum.portfolio.hu/topics/tok-opus-topik/26353,6 176
7210,ZENEBOX - Portfoliósok kedvenc zenéi,https://forum.portfolio.hu/topics/zenebox-portfoliosok-kedvenc-zenei/7210,10 955
38420,"4iG károsultak, kitömöttek brühühü topicja",https://forum.portfolio.hu/topics/4ig-karosultak-kitomottek-bruhuhu-topicja/38420,2 219
38859,DMKER,https://forum.portfolio.hu/topics/dmker/38859,163
8028,BUXER aranyköpései,https://forum.portfolio.hu/topics/buxer-aranykopesei/8028,594
14934,"500Ft benzin, 1000Ft cukor, 2000Ft párizsi.",https://forum.portfolio.hu/topics/500ft-benzin-1000ft-cukor-2000ft-parizsi/14934,844
24374,DUNAHOUSE részvény,https://forum.portfolio.hu/topics/dunahouse-reszveny/24374,831
38913,Akko fórum,https://forum.portfolio.hu/topics/akko-forum/38913,1 242
5738,Állami Nyomda,https://forum.portfolio.hu/topics/allami-nyomda/5738,15 715
38962,NAP Nyrt.,https://forum.portfolio.hu/topics/nap-nyrt/38962,15
38678,DM-KER Nyrt.,https://forum.portfolio.hu/topics/dm-ker-nyrt/38678,1 220
22315,Klímaváltozás,https://forum.portfolio.hu/topics/klimavaltozas/22315,1 629
38863,Feltörekvő EV gyártók,https://forum.portfolio.hu/topics/feltorekvo-ev-gyartok/38863,1 837
17328,ETF kereskedés,https://forum.portfolio.hu/topics/etf-kereskedes/17328,95
38907,Virgin Galactic részvény,https://forum.portfolio.hu/topics/virgin-galactic-reszveny/38907,426
38637,Globalis SzOpus Nyrt.,https://forum.portfolio.hu/topics/globalis-szopus-nyrt/38637,28 989
27596,CyBERG Corp. Nyrt.,https://forum.portfolio.hu/topics/cyberg-corp-nyrt/27596,428
17912,Arany-Ezüst,https://forum.portfolio.hu/topics/arany-ezust/17912,9 277
20548,Hagyd a tőzsdet lazulj foci van,https://forum.portfolio.hu/topics/hagyd-a-tozsdet-lazulj-foci-van/20548,3 589
21264,OTP Direktbroker=egy kalap szar,https://forum.portfolio.hu/topics/otp-direktbrokeregy-kalap-szar/21264,2 615
26517,Afrika,https://forum.portfolio.hu/topics/afrika/26517,11
26417,Itt a lista: ezekben az európai országokban terjednek szupergyorsan az elektromos autók,https://forum.portfolio.hu/topics/itt-a-lista-ezekben-az-europai-orszagokban-terjednek-szupergyorsan-az-elektromos-autok/26417,26
22244,idöjárás topik,https://forum.portfolio.hu/topics/idojaras-topik/22244,152
18032,Facebook,https://forum.portfolio.hu/topics/facebook/18032,57
38958,Hungarian vizsla inu cryptocurrency,https://forum.portfolio.hu/topics/hungarian-vizsla-inu-cryptocurrency/38958,170
11700,Kartonpack,https://forum.portfolio.hu/topics/kartonpack/11700,1 250
23933,Tudta?,https://forum.portfolio.hu/topics/tudta/23933,21
38674,opus2.0 (4ig),https://forum.portfolio.hu/topics/opus20-4ig/38674,8
13576,Mtelekom vicc...,https://forum.portfolio.hu/topics/mtelekom-vicc/13576,31
37888,MKB,https://forum.portfolio.hu/topics/mkb/37888,15
11758,Kulcs-Soft Nyrt,https://forum.portfolio.hu/topics/kulcs-soft-nyrt/11758,9 788
38877,OPUS GLOBAL NEW,https://forum.portfolio.hu/topics/opus-global-new/38877,314
25958,4IG részvény,https://forum.portfolio.hu/topics/4ig-reszveny/25958,64 361
18924,FuturAqua VÍZOSZTALÉK 2028-ig (valójában 5788-ig),https://forum.portfolio.hu/topics/futuraqua-vizosztalek-2028-ig-valojaban-5788-ig/18924,33 999
12267,Zwack részvény,https://forum.portfolio.hu/topics/zwack-reszveny/12267,1 283
1531,Baumgartner a Forma 1-ben - megvan a hiányzó összeg,https://forum.portfolio.hu/topics/baumgartner-a-forma-1-ben-megvan-a-hianyzo-osszeg/1531,24
25566,A Bétről Kivezetett Papírok.,https://forum.portfolio.hu/topics/a-betrol-kivezetett-papirok/25566,47
14098,Tőzsdei ügyletből származó jövedelem (SZJA),https://forum.portfolio.hu/topics/tozsdei-ugyletbol-szarmazo-jovedelem-szja/14098,1 720
12206,Nordtelekom,https://forum.portfolio.hu/topics/nordtelekom/12206,24 894
14287,GSPARK,https://forum.portfolio.hu/topics/gspark/14287,5 299
27286,TAKAREKJZB,https://forum.portfolio.hu/topics/takarekjzb/27286,5 613
2705,FORRÁS OE,https://forum.portfolio.hu/topics/forras-oe/2705,2 748
38941,Dogecoin,https://forum.portfolio.hu/topics/dogecoin/38941,18
25179,Gépház,https://forum.portfolio.hu/topics/gephaz/25179,3 217
38667,Opus limit nélkül.,https://forum.portfolio.hu/topics/opus-limit-nelkul/38667,67
21061,Degiro - Tapasztalatok,https://forum.portfolio.hu/topics/degiro-tapasztalatok/21061,177
952,Emelkedhetnek az új autó árak az EU csatlakozás után Magyarországon,https://forum.portfolio.hu/topics/emelkedhetnek-az-uj-auto-arak-az-eu-csatlakozas-utan-magyarorszagon/952,12
38702,Aljas ellenzék,https://forum.portfolio.hu/topics/aljas-ellenzek/38702,253
38508,Delta Technologies ex Est Econet,https://forum.portfolio.hu/topics/delta-technologies-ex-est-econet/38508,760
38935,Fidesz újra elnyeri a választók bizalmát mert ők a legjobbak ❤️,https://forum.portfolio.hu/topics/fidesz-ujra-elnyeri-a-valasztok-bizalmat-mert-ok-a-legjobbak/38935,1 257
38770,"5 részvény, amivel rommá kereshetted magad a koronavírus-járvány alatt",https://forum.portfolio.hu/topics/5-reszveny-amivel-romma-kereshetted-magad-a-koronavirus-jarvany-alatt/38770,8
25430,"Ihatatlan a víz, ugye maradhat?",https://forum.portfolio.hu/topics/ihatatlan-a-viz-ugye-maradhat/25430,1 746
38102,Csillagászat -  Irány az űr csodálatos világa!,https://forum.portfolio.hu/topics/csillagaszat-irany-az-ur-csodalatos-vilaga/38102,186
6024,CSEPEL,https://forum.portfolio.hu/topics/csepel/6024,13 627
18325,Mennyit ér az OTP?,https://forum.portfolio.hu/topics/mennyit-er-az-otp/18325,6 999
38963,VIRGIN ORBIT (VORB),https://forum.portfolio.hu/topics/virgin-orbit-vorb/38963,6
13519,KULCSSOFT részvény,https://forum.portfolio.hu/topics/kulcssoft-reszveny/13519,239
26162,Top picks,https://forum.portfolio.hu/topics/top-picks/26162,2 673
18540,A Robot,https://forum.portfolio.hu/topics/a-robot/18540,130
38961,Valaki közel 400 millió forintot fizetett egy digitális kőszikláért,https://forum.portfolio.hu/topics/valaki-kozel-400-millio-forintot-fizetett-egy-digitalis-kosziklaert/38961,3
38686,SET -- SITT,https://forum.portfolio.hu/topics/set-sitt/38686,37
38845,Saját használatra ingatlant vásárlók topicja,https://forum.portfolio.hu/topics/sajat-hasznalatra-ingatlant-vasarlok-topicja/38845,3 500
25201,SET Nyrt,https://forum.portfolio.hu/topics/set-nyrt/25201,34 197
38536,Mi lesz veled olaj?,https://forum.portfolio.hu/topics/mi-lesz-veled-olaj/38536,7
38960,Kriptovalutás okosságok,https://forum.portfolio.hu/topics/kriptovalutas-okossagok/38960,4
38923,E-bróker SZOLGÁLTATÓVÁLTÁS,https://forum.portfolio.hu/topics/e-broker-szolgaltatovaltas/38923,25
38959,nyitás,https://forum.portfolio.hu/topics/nyitas/38959,1
23035,TDTjani,https://forum.portfolio.hu/topics/tdtjani/23035,48
22197,MIÉRT VAN AZ EMBER A FÖLDÖN ?,https://forum.portfolio.hu/topics/miert-van-az-ember-a-foldon/22197,877
38956,ELLENZÉKI kapányötletek,https://forum.portfolio.hu/topics/ellenzeki-kapanyotletek/38956,7
38011,Mo 2019-es hitelminősítése,https://forum.portfolio.hu/topics/mo-2019-es-hitelminositese/38011,183
38922,Nutex real.,https://forum.portfolio.hu/topics/nutex-real/38922,840
38957,ELLENZÉKI összefogás HAZUGÁGAI,https://forum.portfolio.hu/topics/ellenzeki-osszefogas-hazugagai/38957,3
38844,Isten éltesse Gyuri bácsi!,https://forum.portfolio.hu/topics/isten-eltesse-gyuri-bacsi/38844,123
25545,BikaPéntek!,https://forum.portfolio.hu/topics/bikapentek/25545,486
38789,2022 - ORBÁN LEGYŐZHETŐ,https://forum.portfolio.hu/topics/2022-orban-legyozheto/38789,5 305
23960,Kis papírok LE!,https://forum.portfolio.hu/topics/kis-papirok-le/23960,1 302
13502,Tolvajrészvények: KEG = HUMET = ECONET = KUCSSOFT = APPENINN = PHYLAXIA = GENESIS,https://forum.portfolio.hu/topics/tolvajreszvenyek-keg-humet-econet-kucssoft-appeninn-phylaxia-genesis/13502,1 156
6542,Felbontották Kádár János sírját !,https://forum.portfolio.hu/topics/felbontottak-kadar-janos-sirjat/6542,959
38931,Orbán HAZUGSÁGAI és LENYúLÁSAI,https://forum.portfolio.hu/topics/orban-hazugsagai-es-lenyulasai/38931,170
7453,Buxer eltünése Több mint aggasztó!!!,https://forum.portfolio.hu/topics/buxer-eltunese-tobb-mint-aggaszto/7453,184
6482,KBC Equitas,https://forum.portfolio.hu/topics/kbc-equitas/6482,3 651
25753,Opus Global Nyrt Forecast,https://forum.portfolio.hu/topics/opus-global-nyrt-forecast/25753,26 594
26083,A magyar euró!,https://forum.portfolio.hu/topics/a-magyar-euro/26083,443
13851,CIG Pannónia részvény,https://forum.portfolio.hu/topics/cig-pannonia-reszveny/13851,60
5358,SYNERGON,https://forum.portfolio.hu/topics/synergon/5358,29 574
38912,Vezet a Fidesz  2. Összefogás  3. Mi Hazánk,https://forum.portfolio.hu/topics/vezet-a-fidesz-2-osszefogas-3-mi-hazank/38912,48
38267,NB1 a mennyei liga,https://forum.portfolio.hu/topics/nb1-a-mennyei-liga/38267,30
23046,Fideszesek fakadtak ki: halálgyárakká válhatnak a kórházaink,https://forum.portfolio.hu/topics/fideszesek-fakadtak-ki-halalgyarakka-valhatnak-a-korhazaink/23046,1 232
26220,OTT1 HÍVŐK!,https://forum.portfolio.hu/topics/ott1-hivok/26220,52
25405,"OTP  Mol Richter Certifikát,részvény , certifikát terápiás topikja",https://forum.portfolio.hu/topics/otp-mol-richter-certifikatreszveny-certifikat-terapias-topikja/25405,48 441
38955,A hős légiforgalmi irányítok sztrájkja.,https://forum.portfolio.hu/topics/a-hos-legiforgalmi-iranyitok-sztrajkja/38955,3
13955,OTP Supra,https://forum.portfolio.hu/topics/otp-supra/13955,17
38945,"Előrejelzések, diagramok - csak profiknak!",https://forum.portfolio.hu/topics/elorejelzesek-diagramok-csak-profiknak/38945,246
38716,Pensum Group Nyrt.,https://forum.portfolio.hu/topics/pensum-group-nyrt/38716,127
8306,Adózás,https://forum.portfolio.hu/topics/adozas/8306,59
19715,Száguldó kispapírok,https://forum.portfolio.hu/topics/szaguldo-kispapirok/19715,21
38954,"Hőhullámok miatti halálozás: sokkal többen halnak meg a hideg, mint a meleg miatt",https://forum.portfolio.hu/topics/hohullamok-miatti-halalozas-sokkal-tobben-halnak-meg-a-hideg-mint-a-meleg-miatt/38954,2
38849,KARÁCSONY TAKARODJ !!!,https://forum.portfolio.hu/topics/karacsony-takarodj/38849,1 028
24532,UBM Holding,https://forum.portfolio.hu/topics/ubm-holding/24532,43
38952,"Munka külföldön, befektetés Mo-n hogyan adózik?",https://forum.portfolio.hu/topics/munka-kulfoldon-befektetes-mo-n-hogyan-adozik/38952,18
38953,A magyarok kétharmada eldobná a forintot: egyre nagyobb az euró bevezetésének a támogatása itthon,https://forum.portfolio.hu/topics/a-magyarok-ketharmada-eldobna-a-forintot-egyre-nagyobb-az-euro-bevezetesenek-a-tamogatasa-itthon/38953,1
2859,MOL vélemény a hazai üzemanyag áremelkedésről,https://forum.portfolio.hu/topics/mol-velemeny-a-hazai-uzemanyag-aremelkedesrol/2859,8
23617,Zsiday: a magyar beteg,https://forum.portfolio.hu/topics/zsiday-a-magyar-beteg/23617,351
38822,SunDell Estate Nyrt.,https://forum.portfolio.hu/topics/sundell-estate-nyrt/38822,162
17143,ismét döglődik az OTPdirekt Bróker,https://forum.portfolio.hu/topics/ismet-doglodik-az-otpdirekt-broker/17143,19
7406,Ebroker,https://forum.portfolio.hu/topics/ebroker/7406,1 581
21362,Műszaki cikkek és témák topikja,https://forum.portfolio.hu/topics/muszaki-cikkek-es-temak-topikja/21362,6
38390,GOPD Nyrt.,https://forum.portfolio.hu/topics/gopd-nyrt/38390,46
38620,Karácsonyt Miniszterelnöknek!,https://forum.portfolio.hu/topics/karacsonyt-miniszterelnoknek/38620,1 601
38764,KoronaVírus,https://forum.portfolio.hu/topics/koronavirus/38764,2 587
38951,SPCE / Virgin Galactic - a jövő részvénye?,https://forum.portfolio.hu/topics/spce-virgin-galactic-a-jovo-reszvenye/38951,1
5774,a topicozó utolsó hozzászólásai:,https://forum.portfolio.hu/topics/a-topicozo-utolso-hozzaszolasai/5774,1 443
38357,Jön az elõfizetéses önvezetõ autó,https://forum.portfolio.hu/topics/jon-az-elofizeteses-onvezeto-auto/38357,5
10550,KEG topik.,https://forum.portfolio.hu/topics/keg-topik/10550,62 900
1959,Mi lesz veled kárpótlási jegy? - Még mindig nincs megoldás július 15. után,https://forum.portfolio.hu/topics/mi-lesz-veled-karpotlasi-jegy-meg-mindig-nincs-megoldas-julius-15-utan/1959,181
27656,Erste Certifikát Problémák,https://forum.portfolio.hu/topics/erste-certifikat-problemak/27656,93
26434,PánikPéntek,https://forum.portfolio.hu/topics/panikpentek/26434,337
6123,Mi lesz veled Magyarország?,https://forum.portfolio.hu/topics/mi-lesz-veled-magyarorszag/6123,80 830
38950,Pedofil törvény,https://forum.portfolio.hu/topics/pedofil-torveny/38950,10
14958,NUTEX RALI INDULT,https://forum.portfolio.hu/topics/nutex-rali-indult/14958,14 407
24356,M1 Híradó üzeni a magyaroknak!,https://forum.portfolio.hu/topics/m1-hirado-uzeni-a-magyaroknak/24356,50
38944,Kövér TAKARODJ,https://forum.portfolio.hu/topics/kover-takarodj/38944,125
38836,Elbocsájtották az INDEX.HU Főszerkesztőjét!Véleményetek?,https://forum.portfolio.hu/topics/elbocsajtottak-az-indexhu-foszerkesztojetvelemenyetek/38836,1 065
21984,Value Investing,https://forum.portfolio.hu/topics/value-investing/21984,5 875
27014,Humor,https://forum.portfolio.hu/topics/humor/27014,143
38256,Mi Hazánk Mozgalom a harmadik út - Se Gyurcsány Se Orbán,https://forum.portfolio.hu/topics/mi-hazank-mozgalom-a-harmadik-ut-se-gyurcsany-se-orban/38256,2 769
38947,FUDAN Egyetem Budapesten!,https://forum.portfolio.hu/topics/fudan-egyetem-budapesten/38947,6
38948,Globális Minimum Adó,https://forum.portfolio.hu/topics/globalis-minimum-ado/38948,2
38949,"Új erő formálódik Európában, és Orbán Viktor lehet az egyik legfőbb vezetője",https://forum.portfolio.hu/topics/uj-ero-formalodik-europaban-es-orban-viktor-lehet-az-egyik-legfobb-vezetoje/38949,1
38938,Mari nénje dumák-Best of,https://forum.portfolio.hu/topics/mari-nenje-dumak-best-of/38938,249
38856,"Fórumtroll a jó kurva anyádat, állj már le!!!!!!!!!!!!!",https://forum.portfolio.hu/topics/forumtroll-a-jo-kurva-anyadat-allj-mar-le/38856,441
6927,megélek a tőzsdéből,https://forum.portfolio.hu/topics/megelek-a-tozsdebol/6927,139
23440,Orbán Viktort cáfolják a tények,https://forum.portfolio.hu/topics/orban-viktort-cafoljak-a-tenyek/23440,417
38634,"STOP fidesz! - Táncolj viki, búcsúbuli!",https://forum.portfolio.hu/topics/stop-fidesz-tancolj-viki-bucsubuli/38634,400
38918,MNB SZÉGYENFAL!,https://forum.portfolio.hu/topics/mnb-szegyenfal/38918,6
38946,Ottone károsultak-Barthosimre házi szeszfőzdéje,https://forum.portfolio.hu/topics/ottone-karosultak-barthosimre-hazi-szeszfozdeje/38946,2
20227,"Osztalék, árfnyer, Szja, ETÜ, Szocho, ...sáp",https://forum.portfolio.hu/topics/osztalek-arfnyer-szja-etu-szocho-sap/20227,119
38943,A magyar kormány nem kér az uniós közös Pfizer-rendelésből,https://forum.portfolio.hu/topics/a-magyar-kormany-nem-ker-az-unios-kozos-pfizer-rendelesbol/38943,15
21720,A többség elutasítja Paks II.-t,https://forum.portfolio.hu/topics/a-tobbseg-elutasitja-paks-ii-t/21720,1 025
38942,KripTopik,https://forum.portfolio.hu/topics/kriptopik/38942,8
15765,ESTMÉDIA LUFI,https://forum.portfolio.hu/topics/estmedia-lufi/15765,38 243
16923,USD/HUF,https://forum.portfolio.hu/topics/usdhuf/16923,14
38260,Hanyatló kispapírok kora - Nagy összeomlás jöhet!,https://forum.portfolio.hu/topics/hanyatlo-kispapirok-kora-nagy-osszeomlas-johet/38260,1 452
23492,Nem települnek a Balaton partjára a menekültektől menekülő németek tömegei,https://forum.portfolio.hu/topics/nem-telepulnek-a-balaton-partjara-a-menekultektol-menekulo-nemetek-tomegei/23492,9
25480,Warren Buffett aranyköpései,https://forum.portfolio.hu/topics/warren-buffett-aranykopesei/25480,801
38868,"TRUMP VAGY BIDEN ?, SZAVAZZANAK.",https://forum.portfolio.hu/topics/trump-vagy-biden-szavazzanak/38868,2 634
15291,Sell In May And Go Away,https://forum.portfolio.hu/topics/sell-in-may-and-go-away/15291,69
38472,"Bitcoin, blockchain trollok nélkül",https://forum.portfolio.hu/topics/bitcoin-blockchain-trollok-nelkul/38472,210
10558,Bokros szerint a Fidesznek sincs válságkezelő programja,https://forum.portfolio.hu/topics/bokros-szerint-a-fidesznek-sincs-valsagkezelo-programja/10558,140
5843,ÉMÁSZ ÁRFOLYAM 2007 VÉGÉRE: 30.000 FORINT,https://forum.portfolio.hu/topics/emasz-arfolyam-2007-vegere-30000-forint/5843,6 547
25699,A BÉT!,https://forum.portfolio.hu/topics/a-bet/25699,53
38374,Jegybankárok szofisztikált és kevésbé szofisztikált kijelentései,https://forum.portfolio.hu/topics/jegybankarok-szofisztikalt-es-kevesbe-szofisztikalt-kijelentesei/38374,5
38940,POLITIKAI ARÉNA,https://forum.portfolio.hu/topics/politikai-arena/38940,2
23761,DB lehetőségek,https://forum.portfolio.hu/topics/db-lehetosegek/23761,3 244
25949,Hazaköltöznek a kelet-európaiak?,https://forum.portfolio.hu/topics/hazakoltoznek-a-kelet-europaiak/25949,249
37915,Akko Invest,https://forum.portfolio.hu/topics/akko-invest/37915,24 650
25257,Fidesz hazugsággyár,https://forum.portfolio.hu/topics/fidesz-hazugsaggyar/25257,1 119
26188,TEVA részvény,https://forum.portfolio.hu/topics/teva-reszveny/26188,57
20593,Állampapír,https://forum.portfolio.hu/topics/allampapir/20593,81
38153,MKB Bank,https://forum.portfolio.hu/topics/mkb-bank/38153,1 049
38903,Opus és Questor károsultak kárrendezési topikja,https://forum.portfolio.hu/topics/opus-es-questor-karosultak-karrendezesi-topikja/38903,27
37761,"Zsiday: ugyanaz történik most, mint a 2001 és 2003 közötti időszakban",https://forum.portfolio.hu/topics/zsiday-ugyanaz-tortenik-most-mint-a-2001-es-2003-kozotti-idoszakban/37761,142
38939,Iskolanyitás,https://forum.portfolio.hu/topics/iskolanyitas/38939,5
27367,Törökország topic,https://forum.portfolio.hu/topics/torokorszag-topic/27367,47
21687,Putyin: Oroszország nem készül háborúzni,https://forum.portfolio.hu/topics/putyin-oroszorszag-nem-keszul-haboruzni/21687,15
1534,444 millió Ft a Dunaferr-pakett vételára - az ukrán Donbasz a nyertes - a teljes sajtóközlemény,https://forum.portfolio.hu/topics/444-millio-ft-a-dunaferr-pakett-vetelara-az-ukran-donbasz-a-nyertes-a-teljes-sajtokozlemeny/1534,4
38758,Kásler TAKARODJ !!!,https://forum.portfolio.hu/topics/kasler-takarodj/38758,23
22936,"Szájkarate, virtuális faxméregetés, stb. topikja :)",https://forum.portfolio.hu/topics/szajkarate-virtualis-faxmeregetes-stb-topikja/22936,8
38135,Tesla részvény,https://forum.portfolio.hu/topics/tesla-reszveny/38135,965
38197,CIGPANNONIA nem csak felbeszélő,https://forum.portfolio.hu/topics/cigpannonia-nem-csak-felbeszelo/38197,400
38774,Revoluton arany és kripto ingyenes ügyfeleknek is elérhető innentől.,https://forum.portfolio.hu/topics/revoluton-arany-es-kripto-ingyenes-ugyfeleknek-is-elerheto-innentol/38774,3
38470,A kripto és a tőzsde,https://forum.portfolio.hu/topics/a-kripto-es-a-tozsde/38470,34
26397,Kripto eszmecsere,https://forum.portfolio.hu/topics/kripto-eszmecsere/26397,47
8116,Orbán Viktor előrehozott választást akar,https://forum.portfolio.hu/topics/orban-viktor-elorehozott-valasztast-akar/8116,20
25210,"A garázs lehet az új tuti befektetés? - Ötlet azoknak, akiknek van 2-3 milliójuk",https://forum.portfolio.hu/topics/a-garazs-lehet-az-uj-tuti-befektetes-otlet-azoknak-akiknek-van-2-3-milliojuk/25210,3
26289,"Ethereum, Ripple, Dash, etc.",https://forum.portfolio.hu/topics/ethereum-ripple-dash-etc/26289,673
38937,Nincs értelme a vakcinák hatásosságát méricskélni?,https://forum.portfolio.hu/topics/nincs-ertelme-a-vakcinak-hatasossagat-mericskelni/38937,2
38936,"Grafikust vagy festőművészt, rajzolót keresek",https://forum.portfolio.hu/topics/grafikust-vagy-festomuveszt-rajzolot-keresek/38936,12
22385,Quaestor károsultak tömörülése,https://forum.portfolio.hu/topics/quaestor-karosultak-tomorulese/22385,33
27820,Élre tört Mészáros Lõrinc - Már nem Csányi Sándor a leggazdagabb magyar,https://forum.portfolio.hu/topics/elre-tort-meszaros-lorinc-mar-nem-csanyi-sandor-a-leggazdagabb-magyar/27820,219
